desc,ja3_hash,ja3_str
Malware: https://www.virustotal.com/file/bbb3fbd2e8289d04733f8f005dc6410b050bee193a12ddf2f819141834e9c8fa/analysis/1433054369/o,45c2897e06c4979bd3b8e512523590d7,"769,52244-52243-52245-49195-49199-158-49162-49172-57-49161-49171-51-49159-49169-156-53-47-5-4-10-255,0-23-35-13-5-13172-18-16-30032-11-10,23-24,0"
Marble (KDE 5.21.0 QT 5.5.1 openSUSE Leap 42.1),fc5574de96793b73355ca9e555748225,"769,49200-49196-49192-49188-49172-49162-163-159-107-106-57-56-136-135-49202-49198-49194-49190-49167-49157-157-61-53-132-141-49199-49195-49191-49187-49171-49161-162-158-103-64-51-50-154-153-69-68-49201-49197-49193-49189-49166-49156-156-60-47-150-65-140-255,0-11-10-35-13-15-21,25-24-22-23-20-21-18-19-15-16-17,0-1-2"
May Be Superfish,cfaa6f79904b33fdca83dbb5d4b537d4,"769,49172-49162-49186-49185-57-56-136-135-49167-49157-53-132-49170-49160-49180-49179-22-19-49165-49155-10-49171-49161-49183-49182-51-50-154-153-69-68-49166-49156-47-150-65-7-49169-49159-49164-49154-5-4-21-18-9-20-17-8-6-3-255,0-11-10-15-21,14-13-25-11-12-24-9-10-22-23-8-6-7-20-21-4-5-18-19-1-2-3-15-16-17,0-1-2"
May Be Superfish,1b5a75e6d0f679aa312edb060ea8d932,"769,49172-49162-49186-49185-57-56-136-135-49167-49157-53-132-49170-49160-49180-49179-22-19-49165-49155-10-49171-49161-49183-49182-51-50-154-153-69-68-49166-49156-47-150-65-7-49169-49159-49164-49154-5-4-21-18-9-20-17-8-6-3-255,0-11-10-15,14-13-25-11-12-24-9-10-22-23-8-6-7-20-21-4-5-18-19-1-2-3-15-16-17,0-1-2"
Metaploit http scanner (tested: 4.11.5 Kali),16f17c896273d1d098314a02e87dd4cb,"769,49172-49162-57-56-55-54-136-135-134-133-49167-49157-53-132-49171-49161-51-50-49-48-154-153-152-151-69-68-67-66-49166-49156-47-150-65-49169-49159-49164-49154-5-4-49170-49160-22-19-16-13-49165-49155-10-21-18-15-12-9-255,11-10-35-15,23-25-28-27-24-26-22-14-13-11-12-9-10,0-1-2"
Metasploit CCS Scanner,950ccdd64d360a7b24c70678ac116a44,"769,49172-49162-49186-49185-57-56-136-135-135-49167-53-132-49170-49160-49180-49179-22-19-49165-49155-10-49171-49161-49183-49182-51-50-154-153-69-68-49166-49156-47-150-65-49169-49159-49164-49154-5-4-21-18-9-20-17-8-6-3-255,,,"
Metasploit HeartBleed Scanner,ee031b874122d97ab269e0d8740be31a,"769,49172-49162-49186-49185-57-56-136-135-135-49167-53-132-49170-49160-49180-49179-22-19-49165-49155-10-49171-49161-49183-49182-51-50-154-153-69-68-49166-49156-47-150-65-49169-49159-49164-49154-5-4-21-18-9-20-17-8-6-3-255,15,,"
Metasploit SSL Scanner,6825b330bf9de50ccc8745553cb61b2f,"769,49172-49162-57-56-136-135-49167-49157-53-132-49171-49161-51-50-154-153-69-68-49166-49156-47-150-65-49169-49159-49164-49154-5-4-49170-49160-22-19-49165-49155-10-21-18-9-255,11-10-35-15,14-13-25-11-12-24-9-10-22-23-8-6-7-20-21-4-5-18-19-1-2-3-15-16-17,0-1-2"
Microsoft Updater (Windows 7SP1) / TeamViewer 11.0.56083P,bff2c7b5c666331bfe9afacefd1bdb51,"771,49192-49191-49172-49171-159-158-157-156-61-60-53-47-49196-49195-49188-49187-49162-49161-106-64-56-50-10-19-5-4,0-10-11-13-23-65281,23-24,0"
Microsoft Windows Socket (Tested: Windows 10),48cf5fb702315efbfc88ee3c8c94c6cb,"771,49196-49195-49200-49199-159-158-49188-49187-49192-49191-49162-49161-49172-49171-57-51-157-156-61-60-53-47-10-106-64-56-50-19,0-5-10-11-13-35-23-65281,23-24,0"
Mozilla Sync Services (Android),d65ddade944f9acfe4052b2c9435eb85,"769,49195-49199-49191-49171-49200-49192-49172-51-47-255,11-10-13,14-13-25-11-12-24-9-10-22-23-8-6-7-20-21-4-5-18-19-1-2-3-15-16-17,0-1-2"
Mozilla Thunderbird (tested: 31.5.0),c2116e5bb14394aafbefe12ade9bd8ab,"769,49195-49199-49162-49161-49171-49172-49170-49159-49169-51-50-69-57-56-136-22-47-65-53-132-10-5-4,0-65281-10-11-35-5-13,23-24-25,0"
Mozilla Thunderbird (tested: 38.3.0),6fd163150b060dd7d07add280f42f4ed,"769,49195-49199-49162-49161-49171-49172-51-57-47-53-10,0-65281-10-11-35-5-13,23-24-25,0"
Mozilla/4.0 (compatible; MSIE 6.0 or MSIE 7.0; Windows NT 5.2; SV1; .NET CLR 1.1.4322; .NET CLR 2.0.50727; .NET CLR 3.0.04506.648; .NET CLR 3.5.21022),de350869b8c85de67a350c8d186f11e6,"769,4-5-10-9-100-98-3-6-19-18-99,,,"
NVIDEA GeForce Experience,4025f224557638ee81afc4f272fd7577,"769,49172-49171-49162-49161-53-47-56-50-10-19-5-4,0-10-11-65281,25-23-24,0"
NetFlix App on AppleTV (possibly others also),146c6a6537ba4cc22d874bf8ff346144,"769,49172-49162-57-56-136-135-49167-49157-53-132-49170-49160-22-19-49165-49155-10-49171-49161-51-50-154-153-69-68-49166-49156-47-150-65-7-49169-49159-49164-49154-5-4-21-18-9-20-17-8-6-3-255,0-11-10,1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24-25,0-1-2"
Nikto (tested 2.1.6 - Kali),f4262963691a8f123d4434c7308ad7fe,"768,49172-49162-57-56-136-135-49167-49157-53-132-49171-49161-51-50-154-153-69-68-49166-49156-47-150-65-49169-49159-49164-49154-5-4-49170-49160-22-19-49165-49155-10-21-18-9-255,,,"
Nikto (tested 2.1.6 - Kali),5eeeafdbc41e5ca7b81c92dbefa03ab7,"769,49200-49196-49192-49188-49172-49162-163-159-107-106-57-56-136-135-49202-49198-49194-49190-49167-49157-157-61-53-132-49199-49195-49191-49187-49171-49161-162-158-103-64-51-50-154-153-69-68-49201-49197-49193-49189-49166-49156-156-60-47-150-65-49169-49159-49164-49154-5-4-49170-49160-22-19-49165-49155-10-21-18-9-255,11-10-35-13-15-21,14-13-25-11-12-24-9-10-22-23-8-6-7-20-21-4-5-18-19-1-2-3-15-16-17,0-1-2"
Nikto (tested v2.1.6),a563bb123396e545f5704a9a2d16bcb0,"769,49196-49188-49195-49187-49200-49192-49199-49191-159-107-158-103-165-161-105-104-157-61-164-160-63-62-156-60-49162-49161-49172-49171-57-51-154-55-54-53-49-48-47-49159-49169-5-255,0-11-10-35-13-15,23-25-28-27-24-26-22-14-13-11-12-9-10,0-1-2"
Non-Specific Microsoft Socket,1d095e68489d3c535297cd8dffb06cb9,"769,47-53-5-10-49171-49172-49161-49162-50-56-19-4,65281-0-10-11,23-24,0"
OS X WebSockets,43bb6a18756587426681e4964e5ea4bf,"769,49195-49199-158-52244-52243-52245-49162-49172-57-49161-49171-51-156-53-47-10-255,0-23-35-13-5-13172-18-30032-11-10,23-24,0"
OpenConnect version v7.01,a35c1457421bcfaf5edaccb910bfea1d,"769,49172-49162-57-56-55-54-136-135-134-133-49167-49157-53-132-49171-49161-51-50-49-48-154-153-152-151-69-68-67-66-49166-49156-47-150-65-7-49169-49159-49164-49154-5-4-49170-49160-22-19-16-13-49165-49155-10-21-18-15-12-9-255,11-10-15,23-25-28-27-24-26-22-14-13-11-12-9-10,0-1-2"
OpenConnect version v7.06 / wget 1.17.1-1 (cygwin),07aa6d7cac645c8845d6e96503f7d985,"769,49195-49196-49286-49287-49161-49187-49162-49188-49266-49267-49160-49159-49199-49200-49290-49291-49171-49191-49172-49192-49270-49271-49170-49169-156-157-49274-49275-47-60-53-61-65-186-132-192-10-5-4-158-159-49276-49277-51-103-57-107-69-190-136-196-22-162-163-49280-49281-50-64-56-106-68-189-135-195-19-102,5-0-65281-35-10-11-13-21,23-24-25-21-19,0"
OpenSSL s_client (tested: 1.0.1f - Ubuntu 14.04TS),0e0b798d0208ad365eec733b29da92a6,"769,49200-49196-49192-49188-49172-49162-163-159-107-106-57-56-136-135-49202-49198-49194-49190-49167-49157-157-61-53-132-49170-49160-22-19-49165-49155-10-49199-49195-49191-49187-49171-49161-162-158-103-64-51-50-154-153-69-68-49201-49197-49193-49189-49166-49156-156-60-47-150-65-49169-49159-49164-49154-5-4-21-18-9-255,11-10-35-13-15,14-13-25-11-12-24-9-10-22-23-8-6-7-20-21-4-5-18-19-1-2-3-15-16-17,0-1-2"
Opera 10.53  10.60  11.61  11.64  12.02,4e6f7f036fb2b05a50ee8a686b1176a6,"769,107-106-105-104-61-57-56-55-54-53-103-64-63-62-60-51-50-49-48-47-5-4-19-13-22-16-10,0-65281-5-13,,"
Opera 11.11  11.52,ceee08c3603b53be80c8afdc98babdd6,"769,255-107-106-105-104-61-57-56-55-54-53-103-64-63-62-60-51-50-49-48-47-5-4-19-13-22-16-10,0-65281-5-13,,"
Opera 12.14 - 12.16,561271bdcbfe68504ce78b38c957eef0,"769,107-106-105-104-61-57-56-55-54-53-103-64-63-62-60-51-50-49-48-47-5-4-19-13-22-16-10,0-65281-5-13-13172,,"
Opera/9.80 (X11; Linux x86_64; U; en) Presto/2.6.30 Version/10.60,8b475d6105c72827a234fbd47e25b0a3,"771,107-106-105-104-61-57-56-55-54-53-103-64-63-62-60-51-50-49-48-47-5-4-19-13-22-16-10,0-65281-5-13,,"
Opera/9.80 Presto/2.10.229 Version/11.62,44f37c3ceccb551271bfe0ba6d39426c,"769,255-107-106-105-104-61-57-56-55-54-53-103-64-63-62-60-51-50-49-48-47-5-4-19-13-22-16-10,0-65281-5,,"
Opera/9.80 Presto/2.10.289 & Presto/2.10.229,a16170ff03466c8ee703dd71feda9bfe,"769,57-107-106-105-104-61-56-55-54-53-103-64-63-62-60-51-50-49-48-47-5-4-19-13-22-16-10,0-65281-5,,"
Opera/9.80 Presto/2.10.289 Version/12.00,b237ac4bcc16c142168df03a871677bd,"769,107-106-105-104-61-57-56-55-54-53-103-64-63-62-60-51-50-49-48-47-5-4-19-13-22-16-10,0-65281-5,,"
Opera/9.80 Presto/2.12.388,07715901e2c6fe4c45e7c42587847d5d,"769,57-107-106-105-104-61-56-55-54-53-103-64-63-62-60-51-50-49-48-47-5-4-19-13-22-16-10,0-65281-5-13172,,"
Opera/9.80 Presto/2.12.388,329ff4616732b84de926caa7fd6777b0,"769,107-106-105-104-61-57-56-55-54-53-103-64-63-62-60-51-50-49-48-47-5-4-19-13-22-16-10,0-65281-5-13172,,"
Outlook 2007 (Win 8.1),53eb89fe6147474039c1162e4d9d3dc0,"771,49192-49191-49172-49171-159-158-157-156-61-60-53-47-49196-49195-49188-49187-49162-49161-106-64-56-50-10-19-5-4,65281-0-10-11-13-35,23-24,0"
Pidgin (tested 2.10.11),b74f9ecf158e0575101c16c5265a85b0,"769,49195-49199-49162-49161-49171-49191-49172-49159-49169-158-51-50-103-57-107-47-53,0-65281-10-11-13,23-24-25,0"
Pocket/Slack/Duo (Android),6ea7cfa450ce959818178b420f59fec4,"769,49195-49199-158-49162-49161-49171-49172-51-50-57-156-47-53-255,0-11-10-35-13-16,14-13-25-11-12-24-9-10-22-23-8-6-7-20-21-4-5-18-19-1-2-3-15-16-17,0-1-2"
Polycom IP Phone Directory Lookup,9e41b6bf545347abccf0dc8fd76083a5,"769,53-10-47-5,,,"
Postfix with StartTLS,26fa3da4032424ab61dc9be62c8e3ed0,"769,49177-167-109-58-137-49200-49196-49192-49188-49172-49162-165-163-161-159-107-106-105-104-57-56-55-54-136-135-134-133-49202-49198-49194-49190-49167-49157-157-61-53-132-49176-166-108-52-155-70-49199-49195-49191-49187-49171-49161-164-162-160-158-103-64-63-62-51-50-49-48-154-153-152-151-69-68-67-66-49201-49197-49193-49189-49166-49156-156-60-47-150-65-7-49174-24-49169-49159-49164-49154-5-4-49175-27-49170-49160-22-19-16-13-49165-49155-10-255,11-10-35-13-15-21,23-25-28-27-24-26-22-14-13-11-12-9-10,0-1-2"
Presto 2.12.388,561271bdcbfe68504ce78b38c957eef0,"769,107-106-105-104-61-57-56-55-54-53-103-64-63-62-60-51-50-49-48-47-5-4-19-13-22-16-10,0-65281-5-13-13172,,"
Presto 2.5.24  2.6.30  2.10.229  2.10.289,4e6f7f036fb2b05a50ee8a686b1176a6,"769,107-106-105-104-61-57-56-55-54-53-103-64-63-62-60-51-50-49-48-47-5-4-19-13-22-16-10,0-65281-5-13,,"
Presto 2.8.131  2.9.168,ceee08c3603b53be80c8afdc98babdd6,"769,255-107-106-105-104-61-57-56-55-54-53-103-64-63-62-60-51-50-49-48-47-5-4-19-13-22-16-10,0-65281-5-13,,"
PubNub data stream #1 & Apteligent,ef48bf8b2ccaab35642fd0a9f1bbe831,"769,49195-49196-49199-49200-158-159-49161-49162-49171-49172-51-57-49159-49169-156-157-47-53-5-255,0-23-35-13-16-11-10-21,23-24-25,0"
PubNub data stream #2,8cc24a6ff485c62e3eb213d2ca61cf12,"769,49195-49196-49199-49200-158-159-49161-49162-49171-49172-51-57-49159-49169-156-157-47-53-5-255,0-23-35-13-16-11-10,23-24-25,0"
Pusherapp API,12ad03cb3faa2748e92c9a38faab949f,"769,49195-49199-158-52244-52243-49162-49172-57-49161-49171-51-156-53-47-10,65281-0-23-35-13-5-13172-18-30032-11-10-21,23-24,0"
Python Requests Library 2.4.3,c398c55518355639c5a866c15784f969,"769,49200-49196-49202-49198-49199-49195-49201-49197-163-159-162-158-49192-49188-49172-49162-49194-49190-49167-49157-107-106-57-56-49191-49187-49171-49161-49193-49189-49166-49156-103-64-51-50-49170-49160-49165-49155-136-135-22-19-69-68-157-156-61-53-60-47-132-10-65-255,0-11-10-35-13-15,14-13-25-11-12-24-9-10-22-23-8-6-7-20-21-4-5-18-19-1-2-3-15-16-17,0-1-2"
Rapid7 Nexpose,c22dea495cef869edbeb3458adaf497f,"769,49162-49172-53-49157-49167-57-56-49161-49171-47-49156-49166-51-50-49159-49169-5-49154-49164-49160-49170-10-49155-49165-19-4-255,10-11,23-1-3-19-21-6-7-9-10-24-11-12-25-13-14-15-16-17-2-18-4-5-20-8-22,0"
Reported as -,4b06b445e3e12cdae777cec815ab90f5,"769,49172-49162-57-56-136-135-49167-49157-53-132-49171-49161-51-50-154-153-69-68-49166-49156-47-150-65-7-49169-49159-49164-49154-5-4-49170-49160-22-19-49165-49155-10-21-18-9-20-17-8-6-3-255,0-11-10-35-13172,14-13-25-11-12-24-9-10-22-23-8-6-7-20-21-4-5-18-19-1-2-3-15-16-17,0-1-2"
RingCentral App (unknown platform) #2,90f755509cba37094eb66be02335b932,"769,49195-49196-49199-49200-158-159-49161-49162-49171-49172-51-57-49159-49169-156-157-47-53-5-255,0-23-13-11-10,23-24-25,0"
RingCentral App (unknown platform),7743db23afb26f18d632420e6c36e076,"769,49200-49196-49192-49188-49172-49162-163-159-107-106-57-56-136-135-49202-49198-49194-49190-49167-49157-157-61-53-132-49199-49195-49191-49187-49171-49161-162-158-103-64-51-50-154-153-69-68-49201-49197-49193-49189-49166-49156-156-60-47-150-65-49169-49159-49164-49154-5-4-49170-49160-22-19-49165-49155-10-21-18-9-20-17-8-6-3-255,11-10-35-13-15,14-13-25-11-12-24-9-10-22-23-8-6-7-20-21-4-5-18-19-1-2-3-15-16-17,0-1-2"
SSLPing Scanner 1,24339ea346521d98a8c50fd3713090c9,"770,0-1-2-3-4-5-6-8-9-11-12-14-15-17-18-20-21-23-24-25-26-27-28-30-32-34-36-38-39-40-41-42-43-44-45-46-52-58-59-70-71-72-73-96-97-98-99-100-101-102-108-109-130-131-137-138-142-146-155-167-176-177-180-181-184-185-49153-49154-49158-49159-49163-49164-49168-49169-49173-49174-49175-49176-49177-49203-49209-49210-49211-65278-65505,0-10-11-13-5-18,23-24-25,0"
SSLPing Scanner 2,ad5d6f490f3819dc60b2a2fbe5bd1cba,"771,0-1-2-3-4-5-6-8-9-11-12-14-15-17-18-20-21-23-24-25-26-27-28-30-32-34-36-38-39-40-41-42-43-44-45-46-52-58-59-70-71-72-73-96-97-98-99-100-101-102-108-109-130-131-137-138-142-146-155-167-176-177-180-181-184-185-49153-49154-49158-49159-49163-49164-49168-49169-49173-49174-49175-49176-49177-49203-49209-49210-49211-65278-65505,0-10-11-13-5-18,23-24-25,0"
SSLPing Scanner 3,1e9557c377f8ff50b80b7f87b60b1054,"769,0-1-2-3-4-5-6-8-9-11-12-14-15-17-18-20-21-23-24-25-26-27-28-30-32-34-36-38-39-40-41-42-43-44-45-46-52-58-59-70-71-72-73-96-97-98-99-100-101-102-108-109-130-131-137-138-142-146-155-167-176-177-180-181-184-185-49153-49154-49158-49159-49163-49164-49168-49169-49173-49174-49175-49176-49177-49203-49209-49210-49211-65278-65505,0-10-11-13-5-18,23-24-25,0"
SSLPing Scanner 4,c3c59ec21835721c92571e7742fadb88,"768,0-1-2-3-4-5-6-8-9-11-12-14-15-17-18-20-21-23-24-25-26-27-28-30-32-34-36-38-39-40-41-42-43-44-45-46-52-58-59-70-71-72-73-96-97-98-99-100-101-102-108-109-130-131-137-138-142-146-155-167-176-177-180-181-184-185-49153-49154-49158-49159-49163-49164-49168-49169-49173-49174-49175-49176-49177-49203-49209-49210-49211-65278-65505,0-10-11-13-5-18,23-24-25,0"
Safari 525 - 533  534.57.2,cbcd1d81f242de31fd683d5acbc70dca,"769,49172-49171-53-47-49162-49161-56-50-10-19-5-4,0-10-11-23-65281,23-24,0"
Safari 525.21  525.29  531.22.7  533.21.1  534.57.2 / Adobe Reader DC 15.x Updater,cbcd1d81f242de31fd683d5acbc70dca,"769,49172-49171-53-47-49162-49161-56-50-10-19-5-4,0-10-11-23-65281,23-24,0"
Safari 534.34,30701f5050d504c31805594fb5c083b8,"769,49172-49162-49186-49185-57-56-136-135-49167-49157-53-132-49170-49160-49180-49179-22-19-49165-49155-10-49171-49161-49183-49182-51-50-154-153-69-68-49166-49156-47-150-65-49169-49159-49164-49154-5-4-21-18-9-20-17-8-6-3-255,0-11-10-35-15,14-13-25-11-12-24-9-10-22-23-8-6-7-20-21-4-5-18-19-1-2-3-15-16-17,0-1-2"
Safari 534.34,4c551900711d12c864cfe2f95e1c98c2,"769,49200-49196-49192-49188-49172-49162-163-159-107-106-57-56-136-135-49202-49198-49194-49190-49167-49157-157-61-53-132-49170-49160-22-19-49165-49155-10-49199-49195-49191-49187-49171-49161-162-158-103-64-51-50-154-153-69-68-49201-49197-49193-49189-49166-49156-156-60-47-150-65-49169-49159-49164-49154-5-4-255,0-11-10-35-13-15,14-13-25-11-12-24-9-10-22-23-8-6-7-20-21-4-5-18-19-1-2-3-15-16-17,0-1-2"
Safari 534.34,41ba55231de6643721fbe2ae25fab85d,"769,49200-49196-49192-49188-49172-49162-163-159-107-106-57-56-136-135-49202-49198-49194-49190-49167-49157-157-61-53-132-49170-49160-22-19-49165-49155-10-49199-49195-49191-49187-49171-49161-162-158-103-64-51-50-154-153-69-68-49201-49197-49193-49189-49166-49156-156-60-47-150-65-49169-49159-49164-49154-5-4-21-18-9-255,0-11-10-35-13-15,14-13-25-11-12-24-9-10-22-23-8-6-7-20-21-4-5-18-19-1-2-3-15-16-17,0-1-2"
Safari 534.59.8,fb1d89e16f4dd558ad99011070785cce,"769,49162-49161-49159-49160-49171-49172-49169-49170-49156-49157-49154-49155-49166-49167-49164-49165-47-5-4-53-10-9-3-8-6-50-51-56-57-22-21-20-19-18-17,0-10-11,23-24-25,0"
Safari 536.30.1,e2a482fbb281f7662f12ff6cc871cfe7,"769,49162-49161-49159-49160-49171-49172-49169-49170-49156-49157-49154-49155-49166-49167-49164-49165-47-5-4-53-10-50-51-56-57-22-19,0-10-11,23-24-25,0"
Safari 537.71,cc5925c4720edb550491a12a35c15d4d,"769,255-49162-49161-49159-49160-49172-49171-49169-49170-49156-49157-49154-49155-49166-49167-49164-49165-47-5-4-53-10-51-57-22,0-10-11,23-24-25,0"
Safari 537.78.2,88770e3ad9e9d85b2e463be2b5c5a026,"769,255-49188-49187-49162-49161-49159-49160-49192-49191-49172-49171-49169-49170-49190-49189-49194-49193-49157-49156-49154-49155-49167-49166-49164-49165-61-60-47-5-4-53-10-103-107-51-57-22,0-10-11-13,23-24-25,0"
Safari/534.57.2,77310efe11f1943306ee317cf02150b7,"769,47-53-5-10-49171-49172-49161-49162-50-56-19-4,65281-0-10-11-35,23-24,0"
Safari/537.21,41ba55231de6643721fbe2ae25fab85d,"769,49200-49196-49192-49188-49172-49162-163-159-107-106-57-56-136-135-49202-49198-49194-49190-49167-49157-157-61-53-132-49170-49160-22-19-49165-49155-10-49199-49195-49191-49187-49171-49161-162-158-103-64-51-50-154-153-69-68-49201-49197-49193-49189-49166-49156-156-60-47-150-65-49169-49159-49164-49154-5-4-21-18-9-255,0-11-10-35-13-15,14-13-25-11-12-24-9-10-22-23-8-6-7-20-21-4-5-18-19-1-2-3-15-16-17,0-1-2"
ShadowServer Scanner 1,fa8b8ed07b1dd0e4a262bd44d31251ec,"769,49199-49195-49169-49159-49171-49161-49172-49162-5-47-53-49170-10,5-10-11-13-15,23-24-25,0"
ShadowServer Scanner 2,c05809230e9f7a6bf627a48b72dc4e1c,"769,49171-49161-49172-49162-47-53-49170-10,5-10-11-15,23-24-25,0"
ShadowServer Scanner 3,0ad94fcb7d3a2c56679fbd004f6b12cd,"769,3-6-8-11-14-17-20-23-25-38-39-40-41-42-43,5-10-11-13-65281-15,23-24-25,0"
Shodan,0b63812a99e66c82a20d30c3b9ba6e06,"769,49172-49162-57-56-55-54-136-135-134-133-49167-49157-53-132-49171-49161-51-50-49-48-154-153-152-151-69-68-67-66-49166-49156-47-150-65-7-49169-49159-49164-49154-5-4-49170-49160-22-19-16-13-49165-49155-10-21-18-15-12-9-255,11-10-35-15,23-25-28-27-24-26-22-14-13-11-12-9-10,0-1-2"
Shodan,f59a024cf47fdb835053ebf144189a47,"769,20-17-25-8-6-23-3-255,35-15,,"
Shodan,0b63812a99e66c82a20d30c3b9ba6e06,"769,49172-49162-57-56-55-54-136-135-134-133-49167-49157-53-132-49171-49161-51-50-49-48-154-153-152-151-69-68-67-66-49166-49156-47-150-65-7-49169-49159-49164-49154-5-4-49170-49160-22-19-16-13-49165-49155-10-21-18-15-12-9-255,11-10-35-15,23-25-28-27-24-26-22-14-13-11-12-9-10,0-1-2"
Shodan,302579fd4ba13eca27932664f66725ad,"769,20-17-25-8-6-23-3-255,35-13-15,,"
Shodan,109dbd9238634b21363c3d62793c029c,"769,49199-49195-49169-49159-49171-49161-49172-49162-5-47-53-49170-10,5-10-11-13-65281,23-24-25,0"
Shodan,0add6ceb611a7613f97329af3b6828d9,"769,163-159-107-106-57-56-136-135-162-158-103-64-51-50-154-153-69-68-22-19-21-18-20-17-255,35-13-15,,"
Shodan,3fcc12d9ee1f75a0212d1d16f7b9f8ad,"769,49200-49196-49192-49188-49172-49162-165-163-161-159-107-106-105-104-57-56-55-54-136-135-134-133-49202-49198-49194-49190-49167-49157-157-61-53-132-49199-49195-49191-49187-49171-49161-164-162-160-158-103-64-63-62-51-50-49-48-154-153-152-151-69-68-67-66-49201-49197-49193-49189-49166-49156-156-60-47-150-65-7-49169-49159-49164-49154-5-4-49170-49160-22-19-16-13-49165-49155-10-255,11-10-35-13-15,23-25-28-27-24-26-22-14-13-11-12-9-10,0-1-2"
Shodan,badc09d74edf43c0204c4827a038c2fa,"769,49200-49196-49192-49188-49172-49162-165-163-161-159-107-106-105-104-57-56-55-54-136-135-134-133-49202-49198-49194-49190-49167-49157-157-61-53-132-49199-49195-49191-49187-49171-49161-164-162-160-158-103-64-63-62-51-50-49-48-154-153-152-151-69-68-67-66-49201-49197-49193-49189-49166-49156-156-60-47-150-65-7-49169-49159-49164-49154-5-4-49170-49160-22-19-16-13-49165-49155-10-21-18-15-12-9-255,11-10-35-13-5-15-13172,23-25-28-27-24-26-22-14-13-11-12-9-10,0-1-2"
Shodan,f8f522671d2d2eba5803e6c002760c05,"769,49200-49196-49192-49188-49172-49162-165-163-161-159-107-106-105-104-57-56-55-54-136-135-134-133-49202-49198-49194-49190-49167-49157-157-61-53-132-49199-49195-49191-49187-49171-49161-164-162-160-158-103-64-63-62-51-50-49-48-154-153-152-151-69-68-67-66-49201-49197-49193-49189-49166-49156-156-60-47-150-65-7-49169-49159-49164-49154-5-4-49170-49160-22-19-16-13-49165-49155-10-21-18-15-12-9-255,11-10-35-13-5-15,23-25-28-27-24-26-22-14-13-11-12-9-10,0-1-2"
Shodan,9d5869f950eeca2e39196c61fdf510c8,"769,49200-49196-49192-49188-49172-49162-165-163-161-159-107-106-105-104-57-56-55-54-136-135-134-133-49202-49198-49194-49190-49167-49157-157-61-53-132-49199-49195-49191-49187-49171-49161-164-162-160-158-103-64-63-62-51-50-49-48-154-153-152-151-69-68-67-66-49201-49197-49193-49189-49166-49156-156-60-47-150-65-7-49169-49159-49164-49154-5-4-49170-49160-22-19-16-13-49165-49155-10-21-18-15-12-9-255,11-10-35-13-15,23-25-28-27-24-26-22-14-13-11-12-9-10,0-1-2"
Shodan,11e49581344c117df2c9ceb46e5594c4,"769,49200-49196-49192-49188-49172-49162-165-163-161-159-107-106-105-104-57-56-55-54-136-135-134-133-49177-167-109-58-137-49202-49198-49194-49190-49167-49157-157-61-53-132-49199-49195-49191-49187-49171-49161-164-162-160-158-103-64-63-62-51-50-49-48-154-153-152-151-69-68-67-66-49176-166-108-52-155-70-49201-49197-49193-49189-49166-49156-156-60-47-150-65-7-49169-49159-49174-24-49164-49154-5-4-49170-49160-22-19-16-13-49175-27-49165-49155-10-49168-49158-49173-49163-49153-59-2-1-255,0-11-10-35-13-15-21,23-25-28-27-24-26-22-14-13-11-12-9-10,0-1-2"
Signal (tested: 3.16.0 - Android),7dde4e4f0dceb29f711fb34b4bdbf420,"769,49195-49199-158-49162-49161-49171-49172-49159-49169-51-57-156-47-53-10-5-4-255,0-23-35-13-16-11-10,23-24-25,0"
Signal Chrome App,07931ada5b9dd93ec706e772ee60782d,"769,49195-49199-49196-49200-52393-52392-52244-52243-49161-49171-49162-49172-156-157-47-53-10,65281-0-23-35-13-5-18-30032-11-10-21,29-23-24,0"
SkipFish (tested: v2.10b kali),cfb6d1c72d09d4eaa4c7d2c0b1ecbce7,"769,49200-49196-49192-49188-49172-49162-165-163-161-159-107-106-105-104-57-56-55-54-136-135-134-133-49202-49198-49194-49190-49167-49157-157-61-53-132-49199-49195-49191-49187-49171-49161-164-162-160-158-103-64-63-62-51-50-49-48-154-153-152-151-69-68-67-66-49201-49197-49193-49189-49166-49156-156-60-47-150-65-49169-49159-49164-49154-5-4-49170-49160-22-19-16-13-49165-49155-10-21-18-15-12-9-255,11-10-35-13-15,23-25-28-27-24-26-22-14-13-11-12-9-10,0-1-2"
Skype (additional Win 10),7a75198d3e18354a6763860d331ff46a,"769,53-47-10-255,35-15,,"
Skype (multiple platforms),06207a1730b5deeb207b0556e102ded2,"769,49162-49157-49161-49156-49159-49154-49160-49155-49172-49167-49171-49166-49169-49164-49170-49165-57-51-53-47-5-4-10,,,"
Skype (tested 7.18(341) on OSX),5ef08bc989a9fcc18d5011f07d953c14,"769,49200-49196-49192-49188-49172-49162-49202-49198-49194-49190-49167-49157-157-61-53-49199-49195-49191-49187-49171-49161-49201-49197-49193-49189-49166-49156-156-60-47-49170-49160-49165-49155-10-255,0-11-10-13-15,23-25-28-27-24-26-22,0-1-2"
Slack Desktop App,c8ada45922a3e7857e4bfd4fc13e8f64,"769,49195-49199-158-52244-52243-52245-49162-49172-57-49161-49171-51-156-53-47-10-255,0-23-35-13-5-13172-18-30032-11-10-21,23-24,0"
